,firstname,lastname,gender,birthmonth,birthday,birthyear,course,phonenumber,carrier
832,name833,lastname833,Female,September,15,2000,BS IT Entrepreneurship,+63 917 417 7432,Globe
833,name834,lastname834,Female,May,15,2001,BS Communications Technology Management,+63 917 116 7049,Globe
834,name835,lastname835,Male,August,25,2001,BS Legal Management,+63 918 573 6898,Smart
835,name836,lastname836,Female,March,26,2001,BS Management Engineering,+63 927 931 9624,Globe
836,name837,lastname837,Female,November,14,2000,BS Communications Technology Management,+63 927 857 6715,Globe
837,name838,lastname838,Male,December,13,2001,BS Communications Technology Management,+63 918 747 9833,Smart
838,name839,lastname839,Male,September,3,1998,BS Management,+63 917 494 4004,Globe
839,name840,lastname840,Female,October,22,1998,BS Communications Technology Management,+63 927 677 8540,Globe
840,name841,lastname841,Male,August,20,1999,BS Management,+63 917 723 1059,Globe
841,name842,lastname842,Female,July,22,1999,BS IT Entrepreneurship,+63 927 407 5637,Globe
842,name843,lastname843,Female,April,4,1997,BS Management,+63 927 873 8336,Globe
843,name844,lastname844,Male,May,28,1999,BS Management Engineering,+63 917 284 2175,Globe
844,name845,lastname845,Male,September,7,1998,BS IT Entrepreneurship,+63 918 450 1669,Smart
845,name846,lastname846,Female,September,1,1997,BS Legal Management,+63 918 337 6525,Smart
846,name847,lastname847,Female,November,15,1998,BS Management Engineering,+63 927 963 1010,Globe
847,name848,lastname848,Female,August,17,1999,BS IT Entrepreneurship,+63 918 782 1125,Smart
848,name849,lastname849,Male,September,15,1997,BS Communications Technology Management,+63 927 158 9777,Globe
849,name850,lastname850,Female,November,16,2001,BS Management Engineering,+63 918 454 2076,Smart
850,name851,lastname851,Female,July,4,1997,BS Legal Management,+63 918 681 4113,Smart
851,name852,lastname852,Female,July,1,1997,BS Legal Management,+63 927 402 8839,Globe
852,name853,lastname853,Male,June,21,2000,BS Communications Technology Management,+63 927 180 3943,Globe
853,name854,lastname854,Male,September,6,1997,BS IT Entrepreneurship,+63 918 175 3354,Smart
854,name855,lastname855,Female,February,23,1998,BS Management Engineering,+63 917 816 3618,Globe
855,name856,lastname856,Female,May,7,1998,BS Management,+63 927 119 9872,Globe
856,name857,lastname857,Female,September,13,1998,BS Legal Management,+63 917 795 3886,Globe
857,name858,lastname858,Male,April,18,2000,BS IT Entrepreneurship,+63 927 106 6957,Globe
858,name859,lastname859,Female,November,20,2001,BS Legal Management,+63 918 513 9069,Smart
859,name860,lastname860,Female,April,19,1997,BS Management Engineering,+63 918 713 5212,Smart
860,name861,lastname861,Female,December,27,1998,BS IT Entrepreneurship,+63 918 685 4917,Smart
861,name862,lastname862,Male,July,3,1998,BS Management,+63 927 581 1326,Globe
862,name863,lastname863,Female,February,12,2001,BS Management,+63 927 618 6967,Globe
863,name864,lastname864,Male,July,12,1999,BS Legal Management,+63 918 357 1556,Smart
864,name865,lastname865,Male,May,17,2001,BS Legal Management,+63 917 693 6203,Globe
865,name866,lastname866,Male,May,16,1998,BS Legal Management,+63 927 248 6994,Globe
866,name867,lastname867,Male,March,28,1997,BS IT Entrepreneurship,+63 917 143 6591,Globe
867,name868,lastname868,Male,January,11,1999,BS Management Engineering,+63 917 299 3591,Globe
868,name869,lastname869,Male,July,27,1997,BS Communications Technology Management,+63 927 592 1019,Globe
869,name870,lastname870,Male,January,11,1999,BS Communications Technology Management,+63 918 155 7151,Smart
870,name871,lastname871,Female,July,7,1999,BS Communications Technology Management,+63 917 403 6185,Globe
871,name872,lastname872,Female,March,23,1997,BS Communications Technology Management,+63 917 420 2785,Globe
872,name873,lastname873,Female,May,17,1999,BS Management Engineering,+63 918 966 3409,Smart
873,name874,lastname874,Female,January,10,1998,BS Communications Technology Management,+63 918 646 6350,Smart
874,name875,lastname875,Female,June,17,2001,BS IT Entrepreneurship,+63 927 400 5224,Globe
875,name876,lastname876,Female,February,21,2001,BS Communications Technology Management,+63 918 908 6977,Smart
876,name877,lastname877,Female,August,27,2001,BS IT Entrepreneurship,+63 918 638 9959,Smart
877,name878,lastname878,Male,July,22,1999,BS Legal Management,+63 918 616 5326,Smart
878,name879,lastname879,Male,December,25,1998,BS Management Engineering,+63 918 139 7536,Smart
879,name880,lastname880,Female,March,17,1998,BS Management Engineering,+63 917 533 5972,Globe
880,name881,lastname881,Female,December,2,2000,BS IT Entrepreneurship,+63 917 221 7566,Globe
881,name882,lastname882,Female,April,5,1999,BS Communications Technology Management,+63 927 530 7214,Globe
882,name883,lastname883,Female,July,4,1997,BS Legal Management,+63 917 868 9083,Globe
883,name884,lastname884,Female,April,23,2000,BS Legal Management,+63 918 660 3128,Smart
884,name885,lastname885,Male,December,11,2000,BS Management,+63 927 175 2972,Globe
885,name886,lastname886,Female,October,26,1997,BS Legal Management,+63 917 276 8699,Globe
886,name887,lastname887,Female,April,4,2000,BS Management Engineering,+63 917 210 7063,Globe
887,name888,lastname888,Female,July,2,1998,BS Management,+63 927 127 3113,Globe
888,name889,lastname889,Male,July,20,2001,BS Management,+63 917 977 3508,Globe
889,name890,lastname890,Male,November,2,1998,BS Management,+63 917 328 9205,Globe
890,name891,lastname891,Female,August,13,2000,BS Management Engineering,+63 918 821 7480,Smart
891,name892,lastname892,Male,March,26,1998,BS Management Engineering,+63 917 689 2678,Globe
892,name893,lastname893,Female,July,2,1998,BS Legal Management,+63 927 597 4601,Globe
893,name894,lastname894,Male,March,21,1999,BS Legal Management,+63 917 165 3793,Globe
894,name895,lastname895,Male,February,14,1999,BS IT Entrepreneurship,+63 917 166 3062,Globe
895,name896,lastname896,Male,October,10,1998,BS Legal Management,+63 927 346 9730,Globe
896,name897,lastname897,Male,October,1,2000,BS Management,+63 918 912 7678,Smart
897,name898,lastname898,Male,April,17,1999,BS IT Entrepreneurship,+63 917 170 1087,Globe
898,name899,lastname899,Male,August,3,1997,BS Management,+63 918 972 7480,Smart
899,name900,lastname900,Female,December,4,1997,BS Legal Management,+63 927 700 9691,Globe
900,name901,lastname901,Male,April,2,2001,BS Communications Technology Management,+63 927 992 8635,Globe
901,name902,lastname902,Female,January,18,2001,BS IT Entrepreneurship,+63 918 101 2444,Smart
902,name903,lastname903,Female,May,27,1997,BS Management,+63 918 111 3466,Smart
903,name904,lastname904,Female,December,8,1997,BS Management Engineering,+63 917 991 3757,Globe
904,name905,lastname905,Female,March,12,1999,BS IT Entrepreneurship,+63 917 607 4978,Globe
905,name906,lastname906,Female,October,12,1998,BS Legal Management,+63 918 901 1766,Smart
906,name907,lastname907,Female,July,25,1997,BS Communications Technology Management,+63 917 774 3282,Globe
907,name908,lastname908,Male,January,11,1999,BS Communications Technology Management,+63 918 186 9039,Smart
908,name909,lastname909,Male,December,27,1998,BS Communications Technology Management,+63 918 931 9646,Smart
909,name910,lastname910,Female,September,15,2001,BS Communications Technology Management,+63 918 959 8390,Smart
910,name911,lastname911,Male,November,9,1997,BS Management,+63 918 566 3286,Smart
911,name912,lastname912,Female,December,1,1998,BS Management,+63 918 599 4332,Smart
912,name913,lastname913,Male,June,23,1999,BS Management,+63 927 573 4571,Globe
913,name914,lastname914,Female,March,23,1999,BS IT Entrepreneurship,+63 917 798 2620,Globe
914,name915,lastname915,Female,April,19,1997,BS Legal Management,+63 917 265 9185,Globe
915,name916,lastname916,Male,January,24,1997,BS Communications Technology Management,+63 927 753 1533,Globe
916,name917,lastname917,Male,August,17,2001,BS IT Entrepreneurship,+63 917 588 3224,Globe
917,name918,lastname918,Female,November,9,1997,BS Legal Management,+63 918 870 2621,Smart
918,name919,lastname919,Male,March,18,1997,BS Communications Technology Management,+63 918 982 6506,Smart
919,name920,lastname920,Male,November,12,2000,BS Management Engineering,+63 917 710 6432,Globe
920,name921,lastname921,Male,July,21,2001,BS Management,+63 927 689 3928,Globe
921,name922,lastname922,Male,May,25,2000,BS Legal Management,+63 918 723 7128,Smart
922,name923,lastname923,Male,January,17,2001,BS Management,+63 927 188 1317,Globe
923,name924,lastname924,Male,July,14,1997,BS Communications Technology Management,+63 917 751 9632,Globe
924,name925,lastname925,Female,November,4,1999,BS Communications Technology Management,+63 917 409 7669,Globe
925,name926,lastname926,Male,April,24,1998,BS IT Entrepreneurship,+63 918 777 1156,Smart
926,name927,lastname927,Male,July,28,1997,BS Management Engineering,+63 918 390 2146,Smart
927,name928,lastname928,Female,February,13,1997,BS Management Engineering,+63 918 675 5512,Smart
928,name929,lastname929,Female,November,21,1999,BS IT Entrepreneurship,+63 918 450 7839,Smart
929,name930,lastname930,Male,November,25,1999,BS Management Engineering,+63 927 950 5397,Globe
930,name931,lastname931,Male,March,16,1998,BS Management,+63 917 409 7205,Globe
931,name932,lastname932,Male,August,5,1999,BS Management,+63 927 768 9251,Globe
932,name933,lastname933,Female,June,12,1999,BS Legal Management,+63 927 860 1383,Globe
933,name934,lastname934,Female,July,28,2000,BS Management Engineering,+63 927 966 2788,Globe
934,name935,lastname935,Male,August,24,1999,BS Communications Technology Management,+63 918 597 5321,Smart
935,name936,lastname936,Male,November,2,2000,BS Legal Management,+63 918 720 1768,Smart
936,name937,lastname937,Male,January,8,1998,BS Management,+63 918 582 3906,Smart
937,name938,lastname938,Female,January,22,2000,BS Management Engineering,+63 918 184 3212,Smart
938,name939,lastname939,Female,April,17,1997,BS Management Engineering,+63 917 271 5839,Globe
939,name940,lastname940,Female,June,6,1998,BS Management,+63 917 977 7795,Globe
940,name941,lastname941,Male,July,21,1999,BS Management Engineering,+63 917 165 6593,Globe
941,name942,lastname942,Male,August,14,2000,BS Communications Technology Management,+63 917 223 2556,Globe
942,name943,lastname943,Male,April,24,1999,BS Communications Technology Management,+63 927 770 7950,Globe
943,name944,lastname944,Female,November,13,1998,BS Communications Technology Management,+63 927 664 6148,Globe
944,name945,lastname945,Female,November,2,1999,BS IT Entrepreneurship,+63 927 890 5180,Globe
945,name946,lastname946,Female,September,20,1998,BS Management Engineering,+63 927 644 4841,Globe
946,name947,lastname947,Male,September,27,1999,BS Management Engineering,+63 917 505 1295,Globe
947,name948,lastname948,Female,July,9,1998,BS IT Entrepreneurship,+63 917 906 6791,Globe
948,name949,lastname949,Female,August,7,2000,BS Management Engineering,+63 917 374 6420,Globe
949,name950,lastname950,Female,July,15,1997,BS Management,+63 927 295 1812,Globe
950,name951,lastname951,Female,August,20,2000,BS Management Engineering,+63 917 689 8285,Globe
951,name952,lastname952,Male,April,7,1998,BS Legal Management,+63 918 678 4969,Smart
952,name953,lastname953,Female,July,16,2001,BS Legal Management,+63 918 294 9247,Smart
953,name954,lastname954,Female,April,23,2000,BS Communications Technology Management,+63 918 780 7638,Smart
954,name955,lastname955,Male,November,4,1998,BS IT Entrepreneurship,+63 918 760 1168,Smart
955,name956,lastname956,Male,November,16,1997,BS Legal Management,+63 927 373 9248,Globe
956,name957,lastname957,Male,March,15,1997,BS Management,+63 918 501 9104,Smart
957,name958,lastname958,Male,June,23,1999,BS Communications Technology Management,+63 917 316 9587,Globe
958,name959,lastname959,Female,November,1,1997,BS Management Engineering,+63 927 234 2768,Globe
959,name960,lastname960,Male,August,5,1998,BS Management,+63 918 949 2654,Smart
960,name961,lastname961,Male,October,28,1997,BS Management Engineering,+63 917 815 2634,Globe
961,name962,lastname962,Female,June,24,1998,BS IT Entrepreneurship,+63 927 772 9962,Globe
962,name963,lastname963,Male,December,25,1997,BS IT Entrepreneurship,+63 917 309 4471,Globe
963,name964,lastname964,Male,March,24,2000,BS Communications Technology Management,+63 917 749 3301,Globe
964,name965,lastname965,Female,July,21,1997,BS Communications Technology Management,+63 927 384 2721,Globe
965,name966,lastname966,Female,November,15,1999,BS IT Entrepreneurship,+63 917 237 8133,Globe
966,name967,lastname967,Male,March,26,1999,BS IT Entrepreneurship,+63 927 964 4299,Globe
967,name968,lastname968,Female,March,19,2000,BS Communications Technology Management,+63 917 240 9076,Globe
968,name969,lastname969,Female,June,2,1998,BS IT Entrepreneurship,+63 917 176 9439,Globe
969,name970,lastname970,Male,July,9,1997,BS Management Engineering,+63 927 100 9164,Globe
970,name971,lastname971,Female,April,9,1998,BS Management Engineering,+63 927 730 8393,Globe
971,name972,lastname972,Male,November,28,1999,BS Communications Technology Management,+63 917 389 5738,Globe
972,name973,lastname973,Male,May,25,1997,BS Management Engineering,+63 917 634 5100,Globe
973,name974,lastname974,Male,December,20,2001,BS IT Entrepreneurship,+63 927 357 1836,Globe
974,name975,lastname975,Female,March,11,2000,BS Management Engineering,+63 917 868 4656,Globe
975,name976,lastname976,Female,November,7,1999,BS Legal Management,+63 918 918 7519,Smart
976,name977,lastname977,Female,March,21,1999,BS Management Engineering,+63 918 632 8482,Smart
977,name978,lastname978,Female,November,25,1997,BS Management Engineering,+63 917 525 6204,Globe
978,name979,lastname979,Male,September,23,1998,BS Management,+63 927 765 1941,Globe
979,name980,lastname980,Female,December,14,2001,BS Legal Management,+63 918 606 4478,Smart
980,name981,lastname981,Male,March,10,1999,BS Communications Technology Management,+63 927 760 8017,Globe
981,name982,lastname982,Female,June,21,2000,BS Legal Management,+63 917 829 3943,Globe
982,name983,lastname983,Male,March,24,1999,BS Legal Management,+63 917 662 1872,Globe
983,name984,lastname984,Female,July,22,1999,BS Legal Management,+63 917 283 7138,Globe
984,name985,lastname985,Female,November,17,2001,BS Communications Technology Management,+63 927 254 1823,Globe
985,name986,lastname986,Female,February,28,2000,BS Communications Technology Management,+63 917 628 1470,Globe
986,name987,lastname987,Female,January,13,1997,BS Management,+63 927 147 7217,Globe
987,name988,lastname988,Male,December,27,1997,BS Legal Management,+63 917 314 4815,Globe
988,name989,lastname989,Male,February,26,1999,BS Management Engineering,+63 918 168 3635,Smart
989,name990,lastname990,Male,October,4,1998,BS Management,+63 918 313 9787,Smart
990,name991,lastname991,Male,November,22,2000,BS Management,+63 927 117 4649,Globe
991,name992,lastname992,Female,August,14,1999,BS Legal Management,+63 927 528 8069,Globe
992,name993,lastname993,Male,July,5,2000,BS Management,+63 918 851 8170,Smart
993,name994,lastname994,Female,May,20,1998,BS Management Engineering,+63 927 793 3024,Globe
994,name995,lastname995,Male,June,11,1999,BS IT Entrepreneurship,+63 927 871 6633,Globe
995,name996,lastname996,Female,May,4,1998,BS Legal Management,+63 927 159 8838,Globe
996,name997,lastname997,Male,September,24,1997,BS Management,+63 918 333 2036,Smart
